"","Denmark","France","Germany","Japan","Netherlands","Russia","Spain","Thailand","UK","USA","Zimbabwe"
"35234",0.326,-0.038,0.259,0.469,0.173,0.479,0.022,0.106,0.063,0.334,0.403
"35235",0.174,-0.096,0.226,0.444,0.07,0.409,-0.02,0.067,-0.021,0.278,0.339
"35241",0.407,0.047,0.21,0.51,0.298,0.464,0.055,0.122,0.11,0.372,0.418
"35242",0.353,-0.025,0.21,0.46,0.2,0.431,0.006,0.097,0.054,0.327,0.381
"35243",0.339,-0.043,0.21,0.447,0.174,0.423,-0.007,0.09,0.039,0.315,0.372
"35244",0.192,-0.099,0.178,0.423,0.076,0.355,-0.047,0.052,-0.042,0.264,0.309
"35245",0.04,-0.157,0.145,0.398,-0.027,0.285,-0.089,0.012,-0.126,0.21,0.245
"35251",0.207,-0.045,0.088,0.442,0.152,0.277,-0.048,0.04,-0.048,0.252,0.277
"35252",0.153,-0.117,0.088,0.392,0.054,0.244,-0.097,0.014,-0.104,0.217,0.24
"35253",0.139,-0.135,0.088,0.379,0.028,0.236,-0.11,0.008,-0.119,0.208,0.231
"35254",-0.008,-0.191,0.056,0.355,-0.07,0.168,-0.15,-0.031,-0.2,0.159,0.168
"35255",-0.161,-0.249,0.023,0.33,-0.173,0.0980000000000001,-0.192,-0.07,-0.284,0.108,0.104
"35311",0.593,0.189,0.403,0.627,0.475,0.64,0.199,0.237,0.331,0.512,0.57
"35312",0.539,0.118,0.403,0.577,0.377,0.607,0.15,0.212,0.275,0.473,0.534
"35313",0.525,0.099,0.403,0.564,0.351,0.599,0.137,0.205,0.26,0.463,0.524
"35314",0.378,0.043,0.371,0.54,0.252,0.531,0.097,0.167,0.179,0.401,0.462
"35315",0.226,-0.015,0.338,0.515,0.15,0.461,0.055,0.127,0.095,0.337,0.397
"35321",0.543,0.099,0.313,0.563,0.406,0.587,0.128,0.179,0.233,0.459,0.516
"35322",0.489,0.028,0.313,0.513,0.308,0.554,0.079,0.154,0.176,0.407,0.48
"35323",0.475,0.009,0.313,0.5,0.282,0.546,0.066,0.147,0.162,0.393,0.47
"35324",0.329,-0.047,0.281,0.476,0.184,0.478,0.026,0.109,0.081,0.34,0.408
"35325",0.176,-0.105,0.248,0.451,0.081,0.408,-0.016,0.069,-0.004,0.285,0.343
"35331",0.531,0.077,0.291,0.547,0.389,0.574,0.11,0.165,0.208,0.446,0.503
"35332",0.477,0.006,0.291,0.497,0.291,0.541,0.061,0.14,0.152,0.391,0.467
"35333",0.463,-0.013,0.291,0.484,0.265,0.533,0.048,0.133,0.137,0.376,0.457
"35334",0.316,-0.069,0.259,0.46,0.166,0.465,0.008,0.095,0.056,0.325,0.395
"35335",0.164,-0.127,0.226,0.435,0.064,0.395,-0.034,0.055,-0.028,0.272,0.33
"35341",0.398,0.016,0.21,0.502,0.292,0.45,0.041,0.11,0.103,0.368,0.409
"35342",0.344,-0.056,0.21,0.452,0.194,0.417,-0.008,0.085,0.047,0.319,0.373
"35343",0.33,-0.074,0.21,0.439,0.168,0.409,-0.021,0.078,0.032,0.307,0.363
"35344",0.183,-0.13,0.178,0.414,0.069,0.341,-0.061,0.04,-0.049,0.257,0.301
"35345",0.031,-0.188,0.145,0.39,-0.033,0.271,-0.103,0,-0.133,0.206,0.236
"35351",0.197,-0.076,0.088,0.433,0.146,0.263,-0.062,0.028,-0.055,0.25,0.268
"35352",0.143,-0.147,0.088,0.383,0.048,0.23,-0.111,0.003,-0.111,0.212,0.232
"35353",0.129,-0.166,0.088,0.37,0.022,0.222,-0.124,-0.004,-0.126,0.202,0.222
"35354",-0.018,-0.222,0.056,0.346,-0.077,0.154,-0.164,-0.042,-0.207,0.155,0.16
"35355",-0.17,-0.28,0.023,0.321,-0.179,0.0840000000000001,-0.206,-0.082,-0.291,0.106,0.095
"35411",0.562,0.178,0.403,0.598,0.467,0.584,0.158,0.218,0.312,0.483,0.54
"35412",0.508,0.107,0.403,0.548,0.368,0.551,0.109,0.192,0.256,0.45,0.503
"35413",0.494,0.088,0.403,0.535,0.343,0.543,0.096,0.186,0.241,0.441,0.494
"35414",0.347,0.032,0.371,0.511,0.244,0.475,0.056,0.147,0.16,0.381,0.432
"35415",0.195,-0.026,0.338,0.486,0.142,0.405,0.014,0.108,0.076,0.318,0.367
"35421",0.512,0.088,0.313,0.534,0.398,0.531,0.087,0.16,0.213,0.436,0.486
"35422",0.458,0.017,0.313,0.484,0.3,0.498,0.038,0.135,0.157,0.389,0.45
"35423",0.444,-0.002,0.313,0.471,0.274,0.49,0.025,0.128,0.142,0.377,0.44
"35424",0.297,-0.058,0.281,0.447,0.175,0.422,-0.015,0.09,0.061,0.325,0.378
"35425",0.145,-0.116,0.248,0.422,0.073,0.352,-0.057,0.05,-0.023,0.271,0.313
"35431",0.5,0.066,0.291,0.518,0.381,0.518,0.069,0.146,0.189,0.424,0.473
"35432",0.446,-0.005,0.291,0.468,0.282,0.485,0.02,0.12,0.133,0.374,0.436
"35433",0.432,-0.024,0.291,0.455,0.257,0.477,0.007,0.114,0.118,0.361,0.427
"35434",0.285,-0.08,0.259,0.431,0.158,0.409,-0.033,0.075,0.037,0.312,0.365
"35435",0.133,-0.138,0.226,0.406,0.056,0.339,-0.075,0.036,-0.047,0.26,0.3
"35441",0.366,0.005,0.21,0.472,0.284,0.394,0.001,0.091,0.084,0.347,0.379
"35442",0.312,-0.066,0.21,0.422,0.185,0.361,-0.049,0.066,0.028,0.304,0.342
"35443",0.298,-0.085,0.21,0.409,0.16,0.353,-0.061,0.059,0.013,0.293,0.333
"35444",0.151,-0.141,0.178,0.385,0.061,0.285,-0.102,0.021,-0.068,0.245,0.271
"35445",-0.001,-0.199,0.145,0.36,-0.041,0.215,-0.143,-0.019,-0.152,0.195,0.206
"35451",0.166,-0.087,0.088,0.404,0.138,0.207,-0.103,0.009,-0.074,0.231,0.238
"35452",0.112,-0.158,0.088,0.354,0.039,0.174,-0.152,-0.017,-0.13,0.198,0.201
"35453",0.098,-0.177,0.088,0.341,0.014,0.166,-0.165,-0.023,-0.145,0.19,0.192
"35454",-0.049,-0.233,0.056,0.317,-0.085,0.0980000000000001,-0.205,-0.062,-0.226,0.144,0.13
"35455",-0.202,-0.291,0.023,0.292,-0.187,0.028,-0.247,-0.101,-0.31,0.097,0.065
"35511",0.497,0.156,0.403,0.538,0.45,0.471,0.075,0.178,0.273,0.424,0.478
"35512",0.443,0.085,0.403,0.488,0.352,0.438,0.026,0.153,0.217,0.403,0.442
"35513",0.429,0.066,0.403,0.475,0.326,0.43,0.013,0.146,0.202,0.397,0.432
"35514",0.282,0.01,0.371,0.451,0.227,0.362,-0.027,0.108,0.121,0.339,0.37
"35515",0.13,-0.048,0.338,0.426,0.125,0.292,-0.069,0.068,0.037,0.279,0.305
"35521",0.447,0.066,0.313,0.474,0.381,0.418,0.004,0.12,0.175,0.389,0.424
"35522",0.393,-0.005,0.313,0.424,0.283,0.385,-0.046,0.095,0.118,0.353,0.388
"35523",0.379,-0.024,0.313,0.411,0.257,0.377,-0.058,0.088,0.104,0.344,0.378
"35524",0.233,-0.08,0.281,0.387,0.159,0.309,-0.099,0.05,0.023,0.295,0.316
"35525",0.08,-0.138,0.248,0.362,0.056,0.239,-0.14,0.01,-0.062,0.244,0.251
"35531",0.435,0.044,0.291,0.458,0.364,0.405,-0.014,0.106,0.15,0.38,0.411
"35532",0.381,-0.027,0.291,0.408,0.266,0.372,-0.063,0.081,0.094,0.341,0.375
"35533",0.367,-0.046,0.291,0.395,0.24,0.364,-0.076,0.074,0.079,0.331,0.365
"35534",0.22,-0.102,0.259,0.371,0.141,0.296,-0.116,0.036,-0.002,0.284,0.303
"35535",0.068,-0.16,0.226,0.346,0.039,0.226,-0.158,-0.004,-0.086,0.235,0.238
"35541",0.302,-0.017,0.21,0.413,0.267,0.281,-0.083,0.051,0.045,0.305,0.317
"35542",0.248,-0.089,0.21,0.363,0.169,0.248,-0.132,0.026,-0.011,0.273,0.281
"35543",0.234,-0.107,0.21,0.35,0.143,0.24,-0.145,0.019,-0.026,0.265,0.271
"35544",0.087,-0.163,0.178,0.325,0.044,0.172,-0.185,-0.019,-0.107,0.219,0.209
"35545",-0.065,-0.221,0.145,0.301,-0.058,0.102,-0.227,-0.059,-0.191,0.172,0.144
"35551",0.101,-0.109,0.088,0.344,0.121,0.0940000000000001,-0.186,-0.031,-0.113,0.193,0.176
"35552",0.047,-0.18,0.088,0.294,0.023,0.0610000000000001,-0.235,-0.056,-0.169,0.171,0.14
"35553",0.033,-0.199,0.088,0.281,-0.003,0.053,-0.248,-0.063,-0.184,0.165,0.13
"35554",-0.114,-0.255,0.056,0.257,-0.102,-0.0149999999999999,-0.288,-0.101,-0.265,0.122,0.068
"35555",-0.266,-0.313,0.023,0.232,-0.204,-0.085,-0.33,-0.141,-0.349,0.077,0.003
"41111",0.807,0.817,0.86,0.748,0.867,0.929,0.826,0.645,0.813,0.824,0.833
"41112",0.753,0.745,0.86,0.698,0.769,0.896,0.777,0.619,0.757,0.804,0.797
"41113",0.739,0.727,0.86,0.685,0.743,0.888,0.764,0.613,0.742,0.798,0.787
"41114",0.593,0.592,0.681,0.661,0.538,0.82,0.591,0.511,0.539,0.663,0.725
"41115",0.44,0.451,0.496,0.636,0.325,0.75,0.412,0.406,0.327,0.523,0.66
"41121",0.758,0.727,0.771,0.684,0.798,0.876,0.754,0.587,0.714,0.79,0.78
"41122",0.704,0.656,0.771,0.634,0.7,0.843,0.705,0.561,0.658,0.755,0.743
"41123",0.69,0.637,0.771,0.621,0.674,0.835,0.692,0.555,0.643,0.747,0.734
"41124",0.543,0.502,0.592,0.597,0.469,0.767,0.52,0.453,0.44,0.62,0.671
"41125",0.391,0.362,0.406,0.572,0.256,0.697,0.34,0.348,0.229,0.489,0.607
"41131",0.745,0.705,0.748,0.668,0.781,0.863,0.737,0.573,0.69,0.781,0.766
"41132",0.691,0.633,0.748,0.618,0.683,0.83,0.688,0.547,0.634,0.744,0.73
"41133",0.677,0.615,0.748,0.605,0.657,0.822,0.675,0.541,0.619,0.734,0.72
"41134",0.531,0.48,0.569,0.581,0.452,0.754,0.502,0.439,0.416,0.609,0.658
"41135",0.378,0.339,0.384,0.556,0.239,0.684,0.323,0.334,0.204,0.48,0.593
"41141",0.612,0.579,0.547,0.623,0.597,0.739,0.56,0.466,0.485,0.643,0.672
"41142",0.558,0.508,0.547,0.573,0.499,0.706,0.511,0.441,0.429,0.612,0.636
"41143",0.544,0.489,0.547,0.56,0.473,0.698,0.498,0.434,0.414,0.604,0.626
"41144",0.397,0.386,0.427,0.536,0.311,0.63,0.378,0.358,0.26,0.501,0.564
"41145",0.245,0.278,0.303,0.511,0.142,0.56,0.254,0.279,0.099,0.394,0.499
"41151",0.411,0.39,0.246,0.554,0.321,0.552,0.295,0.307,0.177,0.436,0.531
"41152",0.357,0.319,0.246,0.504,0.223,0.519,0.245,0.281,0.121,0.415,0.495
"41153",0.343,0.3,0.246,0.491,0.197,0.511,0.233,0.275,0.106,0.41,0.485
"41154",0.197,0.244,0.214,0.467,0.098,0.443,0.192,0.236,0.025,0.339,0.423
"41155",0.044,0.186,0.181,0.442,-0.004,0.373,0.151,0.197,-0.059,0.264,0.358
"41211",0.769,0.692,0.86,0.713,0.841,0.87,0.769,0.597,0.784,0.816,0.799
"41212",0.715,0.62,0.86,0.663,0.743,0.837,0.72,0.572,0.728,0.782,0.762
"41213",0.701,0.602,0.86,0.65,0.717,0.829,0.707,0.565,0.713,0.773,0.753
"41214",0.554,0.467,0.681,0.626,0.512,0.761,0.534,0.464,0.51,0.647,0.691
"41215",0.402,0.326,0.496,0.601,0.299,0.691,0.355,0.358,0.299,0.516,0.626
"41221",0.719,0.602,0.771,0.649,0.773,0.817,0.697,0.54,0.686,0.769,0.745
"41222",0.665,0.531,0.771,0.599,0.674,0.784,0.648,0.514,0.629,0.721,0.709
"41223",0.651,0.512,0.771,0.586,0.649,0.776,0.635,0.508,0.615,0.708,0.699
"41224",0.504,0.377,0.592,0.562,0.443,0.708,0.463,0.406,0.411,0.59,0.637
"41225",0.352,0.236,0.406,0.537,0.23,0.638,0.283,0.301,0.2,0.468,0.572
"41231",0.707,0.58,0.748,0.633,0.755,0.804,0.68,0.525,0.661,0.757,0.732
"41232",0.653,0.508,0.748,0.583,0.657,0.771,0.631,0.5,0.605,0.706,0.695
"41233",0.639,0.49,0.748,0.57,0.631,0.763,0.618,0.493,0.59,0.692,0.686
"41234",0.492,0.355,0.569,0.546,0.426,0.695,0.445,0.392,0.387,0.576,0.624
"41235",0.34,0.214,0.384,0.521,0.213,0.625,0.266,0.286,0.176,0.456,0.559
"41241",0.573,0.454,0.547,0.587,0.572,0.68,0.503,0.419,0.456,0.626,0.638
"41242",0.519,0.383,0.547,0.537,0.473,0.647,0.454,0.394,0.4,0.581,0.602
"41243",0.505,0.364,0.547,0.524,0.448,0.639,0.441,0.387,0.385,0.57,0.592
"41244",0.359,0.261,0.427,0.5,0.285,0.571,0.321,0.311,0.231,0.475,0.53
"41245",0.206,0.153,0.303,0.475,0.116,0.501,0.197,0.232,0.07,0.376,0.465
"41251",0.373,0.265,0.246,0.519,0.295,0.493,0.238,0.259,0.149,0.429,0.497
"41252",0.319,0.194,0.246,0.469,0.197,0.46,0.189,0.234,0.092,0.394,0.46
"41253",0.305,0.175,0.246,0.456,0.171,0.452,0.176,0.227,0.078,0.386,0.451
"41254",0.158,0.119,0.214,0.432,0.073,0.384,0.135,0.189,-0.004,0.322,0.389
"41255",0.006,0.061,0.181,0.407,-0.03,0.314,0.094,0.149,-0.088,0.256,0.324
"41311",0.759,0.661,0.86,0.704,0.835,0.856,0.755,0.586,0.777,0.814,0.79
"41312",0.705,0.589,0.86,0.654,0.737,0.823,0.706,0.56,0.721,0.777,0.754
"41313",0.691,0.571,0.86,0.641,0.711,0.815,0.693,0.554,0.706,0.767,0.744
"41314",0.545,0.436,0.681,0.617,0.506,0.747,0.52,0.452,0.503,0.643,0.682
"41315",0.392,0.295,0.496,0.592,0.293,0.677,0.341,0.347,0.291,0.514,0.617
"41321",0.71,0.571,0.771,0.64,0.766,0.803,0.683,0.528,0.678,0.763,0.737
"41322",0.656,0.5,0.771,0.59,0.668,0.77,0.634,0.502,0.622,0.712,0.7
"41323",0.642,0.481,0.771,0.577,0.642,0.762,0.621,0.496,0.607,0.699,0.691
"41324",0.495,0.346,0.592,0.553,0.437,0.694,0.449,0.394,0.404,0.583,0.628
"41325",0.343,0.206,0.406,0.528,0.224,0.624,0.269,0.289,0.193,0.462,0.564
"41331",0.697,0.549,0.748,0.624,0.749,0.79,0.666,0.514,0.654,0.751,0.723
"41332",0.643,0.477,0.748,0.574,0.651,0.757,0.617,0.488,0.598,0.696,0.687
"41333",0.629,0.459,0.748,0.561,0.625,0.749,0.604,0.482,0.583,0.682,0.677
"41334",0.483,0.324,0.569,0.537,0.42,0.681,0.431,0.38,0.38,0.568,0.615
"41335",0.33,0.183,0.384,0.512,0.207,0.611,0.252,0.275,0.168,0.45,0.55
"41341",0.564,0.423,0.547,0.579,0.565,0.666,0.489,0.407,0.449,0.621,0.629
"41342",0.51,0.352,0.547,0.529,0.467,0.633,0.44,0.382,0.393,0.574,0.593
"41343",0.496,0.333,0.547,0.516,0.441,0.625,0.427,0.375,0.378,0.561,0.583
"41344",0.349,0.23,0.427,0.492,0.279,0.557,0.307,0.299,0.224,0.468,0.521
"41345",0.197,0.122,0.303,0.467,0.11,0.487,0.183,0.22,0.063,0.371,0.456
"41351",0.363,0.234,0.246,0.51,0.289,0.479,0.224,0.248,0.141,0.427,0.488
"41352",0.309,0.163,0.246,0.46,0.191,0.446,0.174,0.222,0.085,0.389,0.452
"41353",0.295,0.144,0.246,0.447,0.165,0.438,0.162,0.216,0.07,0.38,0.442
"41354",0.149,0.088,0.214,0.423,0.066,0.37,0.121,0.177,-0.011,0.318,0.38
"41355",-0.004,0.03,0.181,0.398,-0.036,0.3,0.08,0.138,-0.095,0.254,0.315
"41411",0.728,0.597,0.762,0.675,0.756,0.8,0.625,0.524,0.676,0.744,0.76
"41412",0.674,0.526,0.762,0.625,0.657,0.767,0.576,0.498,0.62,0.711,0.724
"41413",0.66,0.507,0.762,0.612,0.632,0.759,0.563,0.492,0.605,0.703,0.714
"41414",0.513,0.398,0.631,0.588,0.461,0.691,0.434,0.411,0.442,0.596,0.652
"41415",0.361,0.285,0.496,0.563,0.285,0.621,0.3,0.327,0.272,0.485,0.587
"41421",0.678,0.507,0.672,0.611,0.687,0.747,0.554,0.466,0.577,0.698,0.706
"41422",0.624,0.436,0.672,0.561,0.588,0.714,0.505,0.441,0.521,0.653,0.67
"41423",0.61,0.417,0.672,0.548,0.563,0.706,0.492,0.434,0.506,0.641,0.66
"41424",0.463,0.308,0.541,0.524,0.393,0.638,0.363,0.353,0.343,0.542,0.598
"41425",0.311,0.195,0.406,0.499,0.216,0.568,0.229,0.27,0.174,0.439,0.533
"41431",0.666,0.485,0.65,0.595,0.67,0.734,0.536,0.452,0.553,0.687,0.693
"41432",0.612,0.414,0.65,0.545,0.571,0.701,0.487,0.426,0.497,0.638,0.657
"41433",0.598,0.395,0.65,0.532,0.546,0.693,0.474,0.42,0.482,0.625,0.647
"41434",0.451,0.286,0.519,0.508,0.375,0.625,0.345,0.339,0.319,0.529,0.585
"41435",0.299,0.173,0.384,0.483,0.199,0.555,0.211,0.255,0.149,0.428,0.52
"41441",0.532,0.38,0.488,0.55,0.514,0.61,0.395,0.362,0.381,0.572,0.599
"41442",0.478,0.309,0.488,0.5,0.416,0.577,0.346,0.337,0.325,0.53,0.563
"41443",0.464,0.29,0.488,0.487,0.39,0.569,0.333,0.33,0.31,0.519,0.553
"41444",0.318,0.203,0.397,0.462,0.249,0.501,0.239,0.267,0.18,0.437,0.491
"41445",0.165,0.111,0.303,0.438,0.102,0.431,0.142,0.2,0.044,0.351,0.426
"41451",0.332,0.224,0.246,0.481,0.281,0.423,0.183,0.228,0.122,0.398,0.458
"41452",0.278,0.152,0.246,0.431,0.182,0.39,0.134,0.203,0.066,0.366,0.422
"41453",0.264,0.134,0.246,0.418,0.157,0.382,0.121,0.196,0.051,0.358,0.412
"41454",0.117,0.078,0.214,0.394,0.058,0.314,0.081,0.158,-0.03,0.298,0.35
"41455",-0.035,0.02,0.181,0.369,-0.044,0.244,0.039,0.118,-0.114,0.236,0.285
"41511",0.663,0.466,0.561,0.615,0.593,0.687,0.361,0.398,0.469,0.599,0.698
"41512",0.609,0.395,0.561,0.565,0.495,0.654,0.311,0.372,0.413,0.578,0.662
"41513",0.595,0.376,0.561,0.552,0.469,0.646,0.299,0.366,0.398,0.573,0.652
"41514",0.449,0.32,0.529,0.528,0.37,0.578,0.258,0.327,0.317,0.501,0.59
"41515",0.296,0.262,0.496,0.503,0.268,0.508,0.217,0.288,0.233,0.427,0.525
"41521",0.614,0.377,0.471,0.551,0.524,0.634,0.289,0.34,0.371,0.565,0.645
"41522",0.56,0.305,0.471,0.501,0.426,0.601,0.24,0.315,0.315,0.531,0.608
"41523",0.546,0.287,0.471,0.488,0.4,0.593,0.227,0.308,0.3,0.522,0.599
"41524",0.399,0.231,0.439,0.464,0.302,0.525,0.187,0.27,0.219,0.459,0.536
"41525",0.247,0.173,0.406,0.439,0.199,0.455,0.145,0.23,0.135,0.393,0.472
"41531",0.601,0.354,0.449,0.535,0.507,0.621,0.272,0.326,0.346,0.556,0.631
"41532",0.547,0.283,0.449,0.485,0.409,0.588,0.222,0.3,0.29,0.519,0.595
"41533",0.533,0.264,0.449,0.472,0.383,0.58,0.21,0.294,0.275,0.509,0.585
"41534",0.387,0.208,0.417,0.448,0.284,0.512,0.169,0.255,0.194,0.448,0.523
"41535",0.234,0.15,0.384,0.423,0.182,0.442,0.128,0.216,0.11,0.384,0.458
"41541",0.468,0.293,0.368,0.49,0.41,0.497,0.203,0.271,0.241,0.47,0.537
"41542",0.414,0.222,0.368,0.44,0.312,0.464,0.154,0.245,0.185,0.439,0.501
"41543",0.4,0.203,0.368,0.427,0.286,0.456,0.141,0.239,0.17,0.431,0.491
"41544",0.253,0.147,0.336,0.403,0.187,0.388,0.101,0.201,0.089,0.372,0.429
"41545",0.101,0.089,0.303,0.378,0.085,0.318,0.059,0.161,0.005,0.31,0.364
"41551",0.267,0.201,0.246,0.421,0.264,0.31,0.1,0.189,0.083,0.34,0.396
"41552",0.213,0.13,0.246,0.371,0.166,0.277,0.05,0.163,0.027,0.32,0.36
"41553",0.199,0.111,0.246,0.358,0.14,0.269,0.038,0.157,0.012,0.314,0.35
"41554",0.053,0.055,0.214,0.334,0.041,0.201,-0.003,0.118,-0.069,0.257,0.288
"41555",-0.1,-0.003,0.181,0.309,-0.061,0.131,-0.044,0.079,-0.153,0.198,0.223
"42111",0.755,0.64,0.788,0.703,0.799,0.867,0.714,0.544,0.726,0.787,0.757
"42112",0.701,0.569,0.788,0.653,0.701,0.834,0.665,0.518,0.67,0.752,0.72
"42113",0.687,0.55,0.788,0.64,0.675,0.826,0.652,0.512,0.655,0.743,0.711
"42114",0.54,0.415,0.609,0.616,0.47,0.758,0.479,0.41,0.452,0.617,0.648
"42115",0.388,0.275,0.423,0.591,0.257,0.688,0.3,0.305,0.241,0.486,0.584
"42121",0.705,0.551,0.698,0.639,0.73,0.814,0.643,0.486,0.628,0.738,0.703
"42122",0.651,0.479,0.698,0.589,0.632,0.781,0.594,0.461,0.572,0.69,0.667
"42123",0.637,0.461,0.698,0.576,0.606,0.773,0.581,0.454,0.557,0.677,0.657
"42124",0.49,0.325,0.519,0.552,0.401,0.705,0.408,0.353,0.353,0.56,0.595
"42125",0.338,0.185,0.333,0.527,0.188,0.635,0.229,0.247,0.142,0.437,0.53
"42131",0.693,0.528,0.676,0.623,0.713,0.801,0.625,0.472,0.603,0.726,0.69
"42132",0.639,0.457,0.676,0.573,0.615,0.768,0.576,0.446,0.547,0.674,0.653
"42133",0.625,0.438,0.676,0.56,0.589,0.76,0.563,0.44,0.532,0.661,0.644
"42134",0.478,0.303,0.497,0.536,0.384,0.692,0.39,0.338,0.329,0.545,0.581
"42135",0.326,0.163,0.311,0.511,0.171,0.622,0.211,0.233,0.118,0.425,0.517
"42141",0.559,0.403,0.475,0.578,0.529,0.677,0.449,0.366,0.399,0.595,0.596
"42142",0.505,0.331,0.475,0.528,0.431,0.644,0.399,0.34,0.342,0.55,0.559
"42143",0.491,0.313,0.475,0.515,0.405,0.636,0.387,0.334,0.328,0.539,0.55
"42144",0.345,0.209,0.355,0.491,0.242,0.568,0.267,0.257,0.173,0.444,0.488
"42145",0.192,0.102,0.23,0.466,0.074,0.498,0.142,0.178,0.013,0.346,0.423
"42151",0.359,0.214,0.173,0.509,0.253,0.49,0.183,0.206,0.091,0.399,0.455
"42152",0.305,0.142,0.173,0.459,0.154,0.457,0.134,0.18,0.034,0.364,0.418
"42153",0.291,0.124,0.173,0.446,0.129,0.449,0.121,0.174,0.02,0.355,0.409
"42154",0.144,0.068,0.141,0.422,0.03,0.381,0.081,0.136,-0.061,0.292,0.346
"42155",-0.008,0.01,0.108,0.397,-0.072,0.311,0.039,0.096,-0.145,0.227,0.282
"42211",0.716,0.515,0.788,0.668,0.773,0.808,0.657,0.496,0.698,0.764,0.722
"42212",0.662,0.444,0.788,0.618,0.675,0.775,0.608,0.471,0.641,0.716,0.686
"42213",0.648,0.425,0.788,0.605,0.649,0.767,0.595,0.464,0.627,0.704,0.676
"42214",0.502,0.29,0.609,0.581,0.444,0.699,0.422,0.363,0.423,0.586,0.614
"42215",0.349,0.15,0.423,0.556,0.231,0.629,0.243,0.257,0.212,0.464,0.549
"42221",0.667,0.425,0.698,0.604,0.704,0.755,0.586,0.439,0.599,0.703,0.669
"42222",0.613,0.354,0.698,0.554,0.606,0.722,0.537,0.413,0.543,0.641,0.632
"42223",0.599,0.335,0.698,0.541,0.58,0.714,0.524,0.407,0.528,0.624,0.623
"42224",0.452,0.2,0.519,0.517,0.375,0.646,0.351,0.305,0.325,0.515,0.56
"42225",0.3,0.06,0.333,0.492,0.162,0.576,0.172,0.2,0.113,0.402,0.496
"42231",0.654,0.403,0.676,0.588,0.687,0.742,0.568,0.424,0.575,0.687,0.655
"42232",0.6,0.332,0.676,0.538,0.589,0.709,0.519,0.399,0.518,0.622,0.619
"42233",0.586,0.313,0.676,0.525,0.563,0.701,0.506,0.392,0.504,0.605,0.609
"42234",0.44,0.178,0.497,0.501,0.358,0.633,0.333,0.291,0.3,0.498,0.547
"42235",0.287,0.038,0.311,0.476,0.145,0.563,0.154,0.185,0.089,0.386,0.482
"42241",0.521,0.278,0.475,0.543,0.503,0.618,0.392,0.318,0.37,0.563,0.561
"42242",0.467,0.206,0.475,0.493,0.405,0.585,0.342,0.293,0.313,0.505,0.525
"42243",0.453,0.188,0.475,0.48,0.379,0.577,0.33,0.286,0.299,0.49,0.515
"42244",0.306,0.084,0.355,0.455,0.217,0.509,0.21,0.21,0.144,0.403,0.453
"42245",0.154,-0.023,0.23,0.431,0.048,0.439,0.085,0.131,-0.016,0.314,0.388
"42251",0.32,0.089,0.173,0.474,0.227,0.431,0.126,0.158,0.062,0.377,0.42
"42252",0.266,0.017,0.173,0.424,0.129,0.398,0.077,0.133,0.006,0.329,0.384
"42253",0.252,-0.001,0.173,0.411,0.103,0.39,0.064,0.126,-0.009,0.316,0.374
"42254",0.106,-0.057,0.141,0.387,0.004,0.322,0.024,0.088,-0.09,0.262,0.312
"42255",-0.047,-0.115,0.108,0.362,-0.098,0.252,-0.018,0.048,-0.174,0.205,0.247
"42311",0.707,0.484,0.788,0.659,0.767,0.794,0.643,0.485,0.69,0.759,0.714
"42312",0.653,0.413,0.788,0.609,0.669,0.761,0.594,0.459,0.634,0.707,0.677
"42313",0.639,0.394,0.788,0.596,0.643,0.753,0.581,0.453,0.619,0.694,0.668
"42314",0.492,0.259,0.609,0.572,0.438,0.685,0.408,0.351,0.416,0.578,0.605
"42315",0.34,0.119,0.423,0.547,0.225,0.615,0.229,0.246,0.205,0.459,0.541
"42321",0.657,0.395,0.698,0.595,0.698,0.741,0.572,0.427,0.592,0.694,0.66
"42322",0.603,0.323,0.698,0.545,0.6,0.708,0.523,0.402,0.536,0.629,0.624
"42323",0.589,0.305,0.698,0.532,0.574,0.7,0.51,0.395,0.521,0.612,0.614
"42324",0.442,0.169,0.519,0.508,0.369,0.632,0.337,0.294,0.317,0.504,0.552
"42325",0.29,0.029,0.333,0.483,0.156,0.562,0.158,0.188,0.106,0.393,0.487
"42331",0.645,0.372,0.676,0.579,0.681,0.728,0.554,0.413,0.567,0.678,0.647
"42332",0.591,0.301,0.676,0.529,0.583,0.695,0.505,0.387,0.511,0.609,0.61
"42333",0.577,0.282,0.676,0.516,0.557,0.687,0.492,0.381,0.496,0.591,0.601
"42334",0.43,0.147,0.497,0.492,0.352,0.619,0.319,0.279,0.293,0.486,0.538
"42335",0.278,0.007,0.311,0.467,0.139,0.549,0.14,0.174,0.082,0.377,0.474
"42341",0.511,0.247,0.475,0.534,0.497,0.604,0.378,0.307,0.363,0.555,0.553
"42342",0.457,0.175,0.475,0.484,0.399,0.571,0.328,0.281,0.306,0.494,0.516
"42343",0.443,0.157,0.475,0.471,0.373,0.563,0.316,0.275,0.292,0.477,0.507
"42344",0.297,0.053,0.355,0.447,0.21,0.495,0.196,0.198,0.137,0.393,0.445
"42345",0.144,-0.054,0.23,0.422,0.042,0.425,0.071,0.119,-0.023,0.306,0.38
"42351",0.311,0.058,0.173,0.465,0.221,0.417,0.112,0.147,0.055,0.372,0.412
"42352",0.257,-0.014,0.173,0.415,0.122,0.384,0.063,0.121,-0.002,0.32,0.375
"42353",0.243,-0.032,0.173,0.402,0.097,0.376,0.05,0.115,-0.016,0.307,0.366
